Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Graham Edwards (New Zealand)
            - ODI Cricket",,,,,,,73,,12,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ross Edwards (Australia)
            - ODI Cricket",,,69,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Walter Edwards (Australia)
            - ODI Cricket",,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manzoor Elahi (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,114,9,210,263,86,,17,,,,8,34,,,,,,,,,,,,,,,,,,,,,,,,
"Richard Ellison (England)
            - ODI Cricket",,,,,,,,,,,,,,,18,41,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Emburey (England)
            - ODI Cricket",,,,,,,,,,,26,5,0,,,,42,326,62,10,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
"Farokh Engineer (India)
            - ODI Cricket",,,,,36,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neil Fairbrother (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,80,152,,,122,506,344,22,115,198,,56,497,,,,,,,,,,,,,,,,,,,,
"Ijaz Faqih (Pakistan)
            - ODI Cricket",,,,,,,,,,,0,57,6,61,67,,,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zahid Fazal (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,44,207,22,60,15,,,,,,,,,,,,,,,,,,,,,,,,,
"Ellukutige Fernando (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keith Fletcher (England)
            - ODI Cricket",,24,114,106,96,267,,,,,,31,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andrew Flower (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,374,270,225,163,372,766,772,852,943,1060,657,332,,,,,,,,,,,,,,,,
"Grant Flower (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,97,256,133,138,472,843,928,784,648,1116,394,468,259,,,,,,35,,,,,,,,,
"Maurice Foster (West Indies)
            - ODI Cricket",,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neil Foster (England)
            - ODI Cricket",,,,,,,,,,,,,,,35,7,19,84,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Graeme Fowler (England)
            - ODI Cricket",,,,,,,,,,,,,,360,148,206,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trevor Franklin (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,0,6,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angus Fraser (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,0,16,53,,,7,4,,,42,19,,,,,,,,,,,,,,,,,,,,
"Roy Fredericks (West Indies)
            - ODI Cricket",,,,109,,137,21,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bruce French (England)
            - ODI Cricket",,,,,,,,,,,,,,,,11,,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anshuman Gaekwad (India)
            - ODI Cricket",,,,,,59,16,,94,54,,,,22,12,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joel Garner (West Indies)
            - ODI Cricket",,,,,,,,0,13,24,32,6,6,42,30,42,3,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mike Gatting (England)
            - ODI Cricket",,,,,,,,22,3,,19,278,142,83,231,124,102,681,306,58,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunil Gavaskar (India)
            - ODI Cricket",,,,,48,113,,,4,89,44,113,194,383,150,414,805,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nadeem Ghauri (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Karsan Ghavri (India)
            - ODI Cricket",,,,,,0,,,6,35,44,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lance Gibbs (West Indies)
            - ODI Cricket",,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Norman Gifford (England)
            - ODI Cricket",,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"David Gilbert (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stuart Gillespie (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,45,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gary Gilmour (Australia)
            - ODI Cricket",,,,,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Larry Gomes (West Indies)
            - ODI Cricket",,,,,,,,,7,,36,56,100,343,205,430,83,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Graham Gooch (England)
            - ODI Cricket",,,,,,,40,,94,316,297,158,141,,,289,330,840,110,381,401,244,430,135,82,2,,,,,,,,,,,,,,,,,,,,,,,,
"Yohan Goonasekera (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hettiarachige Goonatillake (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"David Gower (England)
            - ODI Cricket",,,,,,,,,201,302,76,141,189,1086,201,231,137,341,,125,86,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anthony Gray (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,7,13,23,0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Evan Gray (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,0,,57,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mark Greatbatch (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,380,51,453,81,439,198,146,338,120,,,,,,,,,,,,,,,,,,,,,,,
"Alvin Greenidge (West Indies)
            - ODI Cricket",,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gordon Greenidge (West Indies)
            - ODI Cricket",,,,,,129,98,8,,429,469,148,292,749,223,367,330,446,782,399,156,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tony Greig (England)
            - ODI Cricket",,,55,79,72,32,5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asanka Gurusinha (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,0,252,246,209,248,396,163,447,293,373,529,746,,,,,,,,,,,,,,,,,,,,,,,
"Dayle Hadlee (New Zealand)
            - ODI Cricket",,,,0,12,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sir Richard Hadlee (New Zealand)
            - ODI Cricket",,,,49,3,27,0,,2,57,115,144,36,293,72,154,307,53,291,0,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Azeem Hafeez (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,12,10,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jeffrey Hammond (Australia)
            - ODI Cricket",,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Hampshire (England)
            - ODI Cricket",,10,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roger Harper (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,0,0,86,131,131,46,22,,,3,50,86,150,150,,,,,,,,,,,,,,,,,,,,,,,
"Chris Harris (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,51,138,290,22,321,,387,477,423,410,391,439,606,295,129,,,,,,,,,,,,,,,
"Blair Hartland (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,73,,238,,,,,,,,,,,,,,,,,,,,,,,,,
"Mark Haslam (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brian Hastings (New Zealand)
            - ODI Cricket",,,,4,34,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chandika Hathurusingha (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,189,400,,56,3,,21,0,,,,,,,,,,,,,,,,,,,,
"Frank Hayes (England)
            - ODI Cricket",,,,38,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Desmond Haynes (West Indies)
            - ODI Cricket",,,,,,,,,148,298,171,294,131,520,813,1232,416,562,746,1007,283,440,645,674,268,,,,,,,,,,,,,,,,,,,,,,,,,
"Ronald Headley (West Indies)
            - ODI Cricket",,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ian Healy (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,27,89,240,131,140,223,290,235,242,147,,,,,,,,,,,,,,,,,,,,,,
"Edward Hemmings (England)
            - ODI Cricket",,,,,,,,,,,,,1,3,,,,4,,1,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Michael Hendrick (England)
            - ODI Cricket",,,,1,,1,1,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Omar Henry (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Graeme Hick (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,129,499,410,336,197,534,109,263,794,516,59,,,,,,,,,,,,,,,,,,
"Andrew Hilditch (Australia)
            - ODI Cricket",,,,,,,,,,153,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Narendra Hirwani (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,3,0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thomas Hogan (Australia)
            - ODI Cricket",,,,,,,,,,,,,,55,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rodney Hogg (Australia)
            - ODI Cricket",,,,,,,,,,8,0,3,,42,47,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vanburn Holder (West Indies)
            - ODI Cricket",,,,10,,22,2,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Michael Holding (West Indies)
            - ODI Cricket",,,,,,,19,,,2,13,11,21,38,94,19,5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robert Holland (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"David Hookes (Australia)
            - ODI Cricket",,,,,,,,14,,9,,,18,641,139,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carl Hooper (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,159,489,110,158,379,293,589,513,414,224,635,281,368,,534,516,99,,,,,,,,,,,,,,,,
"Philip Horne (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"David Houghton (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,176,,,,226,,,,,238,369,97,173,33,218,,,,,,,,,,,,,,,,,,,,,,
"Geoff Howarth (New Zealand)
            - ODI Cricket",,,,,,93,43,,54,70,127,211,53,428,156,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hedley Howarth (New Zealand)
            - ODI Cricket",,,,6,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andrew Hudson (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,0,660,302,480,70,950,97,,,,,,,,,,,,,,,,,,,,,,
"Kim Hughes (Australia)
            - ODI Cricket",,,,,,,,5,,222,302,340,236,315,522,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merv Hughes (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,4,33,19,0,0,44,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alan Hurst (Australia)
            - ODI Cricket",,,,,,1,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nasser Hussain (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,2,15,,,,26,,49,63,101,487,463,198,801,127,,,,,,,,,,,,,,,,
"Alan Igglesden (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,
"Ray Illingworth (England)
            - ODI Cricket",,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Richard Illingworth (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,9,31,21,,,7,,,,,,,,,,,,,,,,,,,,,,,
"Asif Iqbal (Pakistan)
            - ODI Cricket",,,,3,24,53,,59,62,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robin Jackman (England)
            - ODI Cricket",,,,,0,,14,,,,6,16,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ajay Jadeja (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,205,75,720,170,789,937,1004,1144,315,,,,,,,,,,,,,,,,,,,
"Salim Jaffer (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,2,17,4,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jalaluddin (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Jameson (England)
            - ODI Cricket",,,,28,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Malcolm Jarvis (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,9,,,,,28,,,0,,,,,,,,,,,,,,,,,,,,,,,,
"Paul Jarvis (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,5,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aaqib Javed (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,0,2,1,7,24,17,18,75,93,28,2,,,,,,,,,,,,,,,,,,,,,
"Rohan Jayasekera (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sanath Jayasuriya (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,40,59,10,143,347,562,494,955,1178,661,674,910,1202,1077,860,724,323,1153,835,578,643,,2,,,,,,,,
"Sridharan Jeganathan (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,0,,,,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terrence Jenner (Australia)
            - ODI Cricket",,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vinothen John (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,0,35,9,29,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andrew Jones (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,94,806,329,418,367,530,95,100,45,,,,,,,,,,,,,,,,,,,,,,,,
"Dean Jones (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,141,340,320,937,590,716,1174,472,622,287,469,,,,,,,,,,,,,,,,,,,,,,,,,
"Bernard Julien (West Indies)
            - ODI Cricket",,,,0,,57,9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brendon Julian (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,0,,11,,0,29,184,,,,,,,,,,,,,,,,,,,,
"Alvin Kallicharran (West Indies)
            - ODI Cricket",,,,79,,234,,24,41,182,264,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lalith Kaluperuma (Sri Lanka)
            - ODI Cricket",,,,,,19,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sanath Kaluperuma (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Romesh Kaluwitharana (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,0,14,1,125,4,149,685,165,479,882,262,583,155,205,2,,,,,,,,,,,,,,,
"Mohsin Kamal (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,5,5,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vinod Kambli (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,93,29,684,716,219,262,133,89,80,172,,,,,,,,,,,,,,,,,,,
"Rohan Kanhai (West Indies)
            - ODI Cricket",,,,55,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martin Kent (Australia)
            - ODI Cricket",,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robert Kerr (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Imran Khan (Pakistan)
            - ODI Cricket",,,,,0,9,4,39,12,42,2,76,284,283,156,255,186,437,181,793,496,225,229,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Majid Khan (Pakistan)
            - ODI Cricket",,,,8,109,209,20,23,87,150,66,76,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mohsin Khan (Pakistan)
            - ODI Cricket",,,,,,,,15,69,,,46,471,256,283,411,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moin Khan (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,23,73,72,,0,109,386,643,378,523,544,102,,59,354,,,,,,,,,,,,,,,
"Nadeem Khan (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,
"Rashid Khan (Pakistan)
            - ODI Cricket",,,,,,,,,,,4,,0,9,72,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zakir Khan (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,8,0,6,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Collis King (West Indies)
            - ODI Cricket",,,,,,,22,0,,170,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Syed Kirmani (India)
            - ODI Cricket",,,,,,,8,,5,,130,44,62,92,0,5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gary Kirsten (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,11,610,362,1442,593,561,465,1467,638,463,186,,,,,,,,,,,,,,,,
"Peter Kirsten (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,95,672,139,387,,,,,,,,,,,,,,,,,,,,,,,,,
"Alan Knott (England)
            - ODI Cricket",,24,56,12,15,20,48,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pallemoni Krishnamurthy (India)
            - ODI Cricket",,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christopher Kuggeleijn (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adrian Kuiper (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,127,149,,138,64,61,,,,,,,,,,,,,,,,,,,,,,,
"Rajiv Kulkarni (India)
            - ODI Cricket",,,,,,,,,,,,,,1,,,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anil Kumble (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,0,0,18,78,52,23,147,124,64,60,150,8,70,66,26,44,3,5,,,,,,,,,,,,
"Brendon Kuruppu (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,182,70,41,103,69,331,121,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Graeme Labrooy (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,4,12,77,40,42,35,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bruce Laird (Australia)
            - ODI Cricket",,,,,,,,,,41,51,156,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arun Lal (India)
            - ODI Cricket",,,,,,,,,,,,,15,16,,,,7,77,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allan Lamb (England)
            - ODI Cricket",,,,,,,,,,,,,279,648,339,303,186,859,109,349,422,216,300,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Raman Lamba (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,289,220,8,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clayton Lambert (United States)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,48,84,,,,,,,236,,,,,,39,,,,,,,,,,,,,,,
"Justin Langer (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,125,6,,29,,,,,,,,,,,,,,,,,,,,,,
"Brian Lara (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,11,263,794,1349,479,806,692,755,386,631,359,732,292,888,484,438,660,386,,,,,,,,,,,,
"Wayne Larkins (England)
            - ODI Cricket",,,,,,,,,,7,77,,,,,,,,,239,228,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rodney Latham (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,132,46,280,104,21,,,,,,,,,,,,,,,,,,,,,,,,,
"Rashid Latif (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,118,152,190,58,146,15,69,,,169,435,357,,,,,,,,,,,,,,,,
"Trevor Laughlin (Australia)
            - ODI Cricket",,,,,,,,,2,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"David Lawrence (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bill Lawry (Australia)
            - ODI Cricket",,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Geoff Lawson (Australia)
            - ODI Cricket",,,,,,,,,,,4,55,5,103,99,107,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Warren Lees (New Zealand)
            - ODI Cricket",,,,,,,,,,28,77,0,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Lever (England)
            - ODI Cricket",,,,,,,1,30,5,1,17,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peter Lever (England)
            - ODI Cricket",,4,,0,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chris Lewis (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,28,0,107,116,64,,33,,26,,,,,,,,,,,,,,,,,,,,,
"Dennis Lillee (Australia)
            - ODI Cricket",,,13,,,19,,,,60,29,68,43,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dulip Liyanage (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,0,56,,,,86,,,,2,,,,,,,,,,,,,,,,,,
"Clive Lloyd (West Indies)
            - ODI Cricket",,,,31,,159,126,45,,143,96,240,249,184,336,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"David Lloyd (England)
            - ODI Cricket",,,,8,193,49,,,34,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timothy Lloyd (England)
            - ODI Cricket",,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gus Logie (West Indies)
            - ODI Cricket",,,,,,,,,,,,0,0,6,248,500,161,512,499,287,27,289,122,158,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brian Luckhurst (England)
            - ODI Cricket",,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Maclean (Australia)
            - ODI Cricket",,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sharma Madan Lal (India)
            - ODI Cricket",,,,,5,20,21,,,,,6,54,153,22,18,63,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ranjan Madugalle (Sri Lanka)
            - ODI Cricket",,,,,,,,,,4,,,142,190,98,252,,107,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ranjith Madurasinghe (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,2,,10,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Maguire (Australia)
            - ODI Cricket",,,,,,,,,,,,,,3,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roshan Mahanama (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,156,257,402,172,187,23,564,605,603,434,491,714,329,225,,,,,,,,,,,,,,,,,,,,
"Shahid Mahboob (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,0,100,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Devon Malcolm (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,7,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
"Ashok Malhotra (India)
            - ODI Cricket",,,,,,,,,,,,,143,189,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aamer Malik (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,31,468,37,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,
"Saleem Malik (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,0,27,149,251,107,799,539,931,603,185,654,221,748,227,904,538,171,116,,,,,,,,,,,,,,,,,,,,
"Ashley Mallett (Australia)
            - ODI Cricket",,0,14,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Michael Malone (Australia)
            - ODI Cricket",,,,,,,,5,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sanjay Manjrekar (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,85,14,314,646,317,,29,199,390,,,,,,,,,,,,,,,,,,,,,,,
"Ashok Mankad (India)
            - ODI Cricket",,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
