,Name_of_player,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
746,David Terbrugge ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
747,Ridley Jacobs ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,60.0,660.0,954.0,1425.0,1645.0,1777.0,1865.0,,,,,,,,,,,,,,,
748,Alex Tudor ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,
749,Neil Johnson ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.0,1090.0,1679.0,,,,,,,,,,,,,,,,,,,
750,Robin Singh ,India,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,34.0,740.0,1138.0,1793.0,2320.0,2336.0,,,,,,,,,,,,,,,,,,
751,Ajit Agarkar ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,220.0,441.0,515.0,776.0,880.0,1059.0,1120.0,1198.0,1269.0,,,,,,,,,,,,
752,Darren Ganga ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,611.0,691.0,,,,843.0,,,,,,,,,,,,,
753,Matthew Bell ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,55.0,,133.0,,,,,,,,,,,,,,,,,,
754,Reon King ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,40.0,62.0,62.0,,,,65.0,,,,,,,,,,,,,,
755,Sadagopan Ramesh ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.0,,,,,,,,,,,,,,,,,,,,
756,Wajahatullah Wasti ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.0,349.0,,,,,,,,,,,,,,,,,,,
757,Ashish Nehra ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,36.0,47.0,71.0,87.0,,,,102.0,132.0,141.0,,,,,,,,
758,Ruchira Perera ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,8.0,8.0,,,,,,,,,,,,
759,Kalutarage Upashantha ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,11.0,,,44.0,44.0,49.0,,,,,,,,,,,,,,,,,,
760,Pedro Collins ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,14.0,25.0,26.0,,30.0,,,,,,,,,,,,,,
761,Imran Nazir ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,707.0,788.0,1271.0,1340.0,1392.0,,,1784.0,,1895.0,,,,,,,,,,
762,Avishka Gunawardene ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,258.0,634.0,1108.0,1135.0,1287.0,1653.0,1705.0,1708.0,,,,,,,,,,,,,
763,Upul Chandana ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,96.0,125.0,311.0,706.0,813.0,826.0,1057.0,1179.0,1494.0,1626.0,,1627.0,,,,,,,,,,,,
764,Nehemiah Perry ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,212.0,,,,,,,,,,,,,,,,,,,
765,Corey Collymore ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,26.0,43.0,60.0,72.0,73.0,82.0,104.0,,,,,,,,,,,,
766,Chris Read ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,154.0,239.0,,300.0,,,,,,,,,,,,,
767,Darren Maddy ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,113.0,,,,,,,,,,,,,,,,,,,
768,Rangana Herath ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,2.0,17.0,56.0,123.0,126.0,140.0,,,,
769,Devang Gandhi ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,49.0,,,,,,,,,,,,,,,,,,,
770,Mannava Prasad ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,131.0,,,,,,,,,,,,,,,,,,,,
771,Vijay Bhardwaj ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,,,136.0,,,,,,,,,,,,,,,,,
772,Trevor Gripper ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,80.0,,,,,,,,,,,,,,,,
773,Boeta Dippenaar ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,236.0,712.0,1587.0,2066.0,2322.0,2693.0,3344.0,3421.0,,,,,,,,,,,,
774,Abdul Razzaq ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,101.0,468.0,1129.0,1513.0,2188.0,2788.0,3428.0,3948.0,4403.0,4465.0,,4590.0,4921.0,5080.0,,,,,,,,
775,Adam Gilchrist ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,304.0,1135.0,2376.0,3102.0,3848.0,4684.0,5782.0,6661.0,7553.0,8363.0,9297.0,9619.0,,,,,,,,,,,
776,Gary Brent ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,25.0,35.0,71.0,158.0,174.0,184.0,202.0,,251.0,364.0,408.0,,,,,,,,,,,
777,Indika Gallage ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,17.0,,,,,,,,,,,,,,,,,,
778,Indika De Saram ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,73.0,183.0,,,,,,,,,,,,,,,,,,
779,Tillakaratne Dilshan ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,227.0,230.0,282.0,393.0,864.0,1191.0,1948.0,2580.0,2994.0,3994.0,4915.0,5735.0,6854.0,8014.0,9004.0,10211.0,10290.0,,,
780,Christopher Adams ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,71.0,,,,,,,,,,,,,,,,,,,
781,Gavin Hamilton ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,,,,,,,267.0,649.0,882.0,1150.0,1231.0,,,,,,,,,
782,Michael Vaughan ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,295.0,882.0,1439.0,1730.0,,1982.0,,,,,,,,,,,,
783,Ray Price ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,39.0,90.0,,,93.0,120.0,274.0,312.0,366.0,406.0,,,,,,,
784,Nantie Hayward ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,12.0,12.0,12.0,,,,,,,,,,,,,,,,,
785,Ricardo Powell ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.0,717.0,1006.0,1248.0,1550.0,2024.0,2085.0,,,,,,,,,,,,,,
786,Hrishikesh Kanitkar ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,265.0,303.0,339.0,,,,,,,,,,,,,,,,,,,
787,Brett Lee ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,80.0,234.0,319.0,381.0,537.0,707.0,763.0,855.0,897.0,,957.0,1176.0,,,,,,,
788,Matthew Sinclair ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,528.0,753.0,941.0,1165.0,1180.0,,1302.0,,1304.0,,,,,,,,,,
789,Pieter Strydom ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,
790,Wasim Jaffer ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,
791,Murali Kartik ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,19.0,80.0,88.0,89.0,126.0,,,,,,,,,,,,
792,Nico Boje ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.0,,55.0,74.0,662.0,807.0,1143.0,1197.0,1339.0,1414.0,,,,,,,,,,,,,,
793,Younis Khan ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0,650.0,1823.0,2508.0,2908.0,3181.0,3796.0,4413.0,5278.0,5698.0,5913.0,6657.0,6882.0,7014.0,7177.0,7249.0,,,,
794,Nikhil Chopra ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,287.0,310.0,,,,,,,,,,,,,,,,,,,
795,Mohammad Kaif ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.0,1170.0,1734.0,2431.0,2753.0,,,,,,,,,,,,,
796,Atiq-Uz-Zaman ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,
797,Irfan Fazil ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,
798,Wavell Hinds ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.0,690.0,1051.0,1558.0,2245.0,2350.0,2627.0,2835.0,,,,2880.0,,,,,,,,,
799,Chris Gayle ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,331.0,1053.0,2150.0,3131.0,3853.0,4416.0,5633.0,6244.0,6876.0,7429.0,7885.0,8087.0,8432.0,8743.0,8810.0,9221.0,,9420.0,9727.0,10151.0
800,Brian Murphy ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,58.0,69.0,72.0,,,,,,,,,,,,,,,,
801,Daryl Tuffey ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,46.0,103.0,142.0,145.0,146.0,,154.0,,160.0,295.0,,,,,,,,,
802,Ramnaresh Sarwan ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,194.0,1072.0,1551.0,2342.0,2761.0,3724.0,4099.0,4500.0,4907.0,5098.0,5644.0,,5804.0,,,,,,
803,Mluleki Nkala ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,79.0,148.0,157.0,,280.0,288.0,324.0,,,,,,,,,,,,,
804,Dilhara Fernando ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,51.0,81.0,84.0,91.0,130.0,189.0,203.0,231.0,239.0,239.0,239.0,,,,,,,
805,Matthew Hoggard ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,10.0,,10.0,17.0,,,,,,,,,,,,,
806,Prasanna Jayawardene ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,27.0,,,,,,,,,,,,
807,Kumar Sangakkara ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.0,646.0,1475.0,2170.0,3180.0,3926.0,5259.0,6017.0,6959.0,7878.0,8604.0,9731.0,10915.0,12116.0,13372.0,14234.0,,,,
808,Neil McKenzie ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.0,957.0,1320.0,1580.0,,,,,,1688.0,,,,,,,,,,
809,Marcus Trescothick ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.0,883.0,1833.0,2700.0,3370.0,3923.0,4335.0,,,,,,,,,,,,,
810,Mahendra Nagamootoo ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,136.0,162.0,,,,,,,,,,,,,,,,,
811,David Mutendera ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,20.0,,,,,,,,,,,,,,,,,,
812,Mark Richardson ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,
813,Naimuir Rahman ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,58.0,134.0,280.0,372.0,441.0,488.0,,,,,,,,,,,,,,,,,
814,Shahriar Hossain ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,41.0,347.0,360.0,,,,362.0,,,,,,,,,,,,,,,
815,Mehrab Hossain ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,327.0,,351.0,413.0,449.0,,,,,,,,,,,,,,,,
816,Habibul Bashar ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,98.0,113.0,138.0,237.0,431.0,548.0,776.0,1042.0,1379.0,1840.0,2168.0,,,,,,,,,,,,
817,Aminul Islam ,Bangladesh,,,,,,,,,,,,,,,,,,,37.0,,112.0,,,,,184.0,,310.0,499.0,679.0,761.0,763.0,794.0,,,,,,,,,,,,,,,,,
818,Akram Khan ,Bangladesh,,,,,,,,,,,,,,,,,,,30.0,,90.0,,,,,182.0,,377.0,456.0,683.0,796.0,857.0,,976.0,,,,,,,,,,,,,,,,
819,Al Sahariar Rokon ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,112.0,206.0,320.0,374.0,,,,,,,,,,,,,,,,
820,Khaled Mashud ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,86.0,117.0,259.0,295.0,346.0,659.0,876.0,1275.0,1536.0,1818.0,,,,,,,,,,,,,
821,Mohammad Rafique ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,38.0,194.0,243.0,267.0,318.0,369.0,562.0,712.0,872.0,1081.0,1191.0,,,,,,,,,,,,
822,Hasibul Hussain ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,62.0,96.0,145.0,161.0,161.0,,171.0,172.0,,,,,,,,,,,,,,,
823,Shiv Das ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,39.0,,,,,,,,,,,,,,,,,
824,Saba Karim ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.0,295.0,313.0,362.0,,,,,,,,,,,,,,,,,,,
825,Zaheer Khan ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,141.0,185.0,292.0,336.0,448.0,483.0,660.0,679.0,701.0,719.0,781.0,792.0,,,,,,,
826,Vijay Dahiya ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,216.0,,,,,,,,,,,,,,,,,,
827,Chris Martin ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,6.0,6.0,6.0,8.0,,,,,,,,,,,
828,Brooke Walker ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,13.0,47.0,,,,,,,,,,,,,,,,,
829,Marlon Black ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,
830,Sarandeep Singh ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,47.0,,,,,,,,,,,,,,,,
831,Danish Kaneria ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,4.0,4.0,6.0,6.0,12.0,,,,,,,,,,,,
832,Hamish Marshall ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0,833.0,1142.0,1366.0,1454.0,,,,,,,,,,,,
833,Marlon Samuels ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,683.0,1087.0,1412.0,,1448.0,1711.0,2341.0,2513.0,,,2973.0,3455.0,3902.0,4205.0,4806.0,5180.0,5241.0,5606.0,
834,Colin Stuart ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
835,Douglas Marillier ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,340.0,419.0,672.0,,,,,,,,,,,,,,,,
836,Justin Kemp ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,70.0,,,747.0,1184.0,1512.0,,,,,,,,,,,,
837,Rahul Sanghvi ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,
838,Imran Farhat ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,396.0,686.0,,974.0,,,,1114.0,1375.0,1549.0,1719.0,,,,,,
839,Faisal Iqbal ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,33.0,167.0,284.0,,,314.0,,,,,,,,,,,,,
840,Misbah-ul-Haq ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.0,282.0,305.0,,,577.0,1223.0,1523.0,1554.0,2518.0,3011.0,4384.0,4669.0,5122.0,,,,
841,James Franklin ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,116.0,,116.0,149.0,294.0,508.0,,571.0,823.0,962.0,1118.0,1270.0,,,,,,
842,Mohammad Sami ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,10.0,125.0,195.0,214.0,229.0,314.0,,,,,314.0,,,314.0,,,,
843,Aamer Hameed ,Pakistan,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,Aamer Hanif ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,17.0,,89.0,,,,,,,,,,,,,,,,,,,,,,,,
845,Josephat Ababu ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,28.0,,,,,29.0,,,,,,,,,,,,,
846,Shafiek Abrahams ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,
847,Ahmed Kamal ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,
848,Akhtar Sarfraz ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,66.0,,,,,,,,,,,,,,,,,,,,,
849,Alam Talukdar ,Bangladesh,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,Rajab Ali ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,
851,Mark Alleyne ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,151.0,,,,,,,,,,,,,,,,,,,
852,Michael Allingham ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,
853,Aminul Islam Jnr ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
854,Joseph Angara ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,12.0,,12.0,23.0,23.0,,,,,,,,,,,,,,,,
855,Anisur Rehman ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
856,Hamish Anthony ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,
857,Flavian Aponso ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,
858,Arshad Laeeq ,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,101.0,,,,,,,,,,,,,,,,,,,,,,,
859,Arshad Pervez ,Pakistan,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,Asif Mahmood ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,
861,Asim Butt ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,
862,Athar Ali Khan ,Bangladesh,,,,,,,,,,,,,,,,,,,68.0,,190.0,,,,,211.0,,470.0,532.0,,,,,,,,,,,,,,,,,,,,,
863,Ian Austin ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,34.0,,,,,,,,,,,,,,,,,,,,
864,Azhar Hossain ,Bangladesh,,,,,,,,,,,,,,,,,,,14.0,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,Azhar Saeed ,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,61.0,,,,,,,,,,,,,,,,,,,,,,,
866,Hemang Badani ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.0,566.0,655.0,726.0,867.0,,,,,,,,,,,,,,,
867,Sairaj Bahutule ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,,,,,23.0,,,,,,,,,,,,,,,,
868,Mark Bailey ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
869,Paul-Jan Bakker ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
870,Showkat Baksh ,Canada,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,Atul Bedade ,India,,,,,,,,,,,,,,,,,,,,,,,,,158.0,,,,,,,,,,,,,,,,,,,,,,,,,
872,Dale Benkenstein ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,241.0,296.0,,305.0,,,,,,,,,,,,,,,,,
873,Amit Bhandari ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,
874,Bhupinder Singh ,India,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
875,Glenn Bishop ,Australia,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,John Blain ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,53.0,209.0,241.0,284.0,,,,,,,,,,
877,Bruce Blair ,New Zealand,,,,,,,,,,,,,31.0,,,,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,Andy Blignaut ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,53.0,127.0,245.0,455.0,533.0,625.0,,,,,626.0,,,,,,,,,
879,Gopal Bose ,India,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,Hemantha Boteju ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
881,Nathan Bracken ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,7.0,,31.0,103.0,147.0,164.0,199.0,,,,,,,,,,
882,James Brinkley ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,
883,Alistair Brown ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,225.0,333.0,,,354.0,,,,,,,,,,,,,,,,,,
884,Douglas Brown ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,99.0,,,,,,,,124.0,319.0,,,,,,,,,,,,
885,Robin Brown ,Zimbabwe,,,,,,,,,,,,,,93.0,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Barrington Browne ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
887,Henderson Bryan ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,
888,Rudi Bryson ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,
889,Carl Bulfin ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,
890,David Callaghan ,South Africa,,,,,,,,,,,,,,,,,,,,,,,114.0,155.0,427.0,478.0,,,,,493.0,,,,,,,,,,,,,,,,,,,
891,Robert Callender ,Canada,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,Peter Cantrell ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,,,,,,,,,,,,,
893,Vakkadai Chandrasekhar ,India,,,,,,,,,,,,,,,,,,,73.0,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,Christopher Chappell ,Canada,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,Utpal Chatterjee ,India,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
896,Dipak Chudasama ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,183.0,353.0,431.0,434.0,,,,,,,,,,,,,,,,,,,,
897,Nolan Clarke ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,
898,Peter Coman ,New Zealand,,,,24.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,Derek Crookes ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,151.0,190.0,243.0,276.0,296.0,,,,,,,,,,,,,,,,,,,
900,Kevin Curran ,Zimbabwe,,,,,,,,,,,,,,212.0,,,,287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,Noel David ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,
902,Alec Davies ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,
903,Sean Davies ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,
904,Alan Dawson ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,6.0,10.0,40.0,69.0,,,,,,,,,,,,,,,
905,Timotheus de Leede ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,145.0,243.0,,,312.0,400.0,,,,,,,,,,,,
906,Stanley de Silva ,Sri Lanka,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Granville De Silva ,Sri Lanka,,,,,,,,,,,,,,0.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,Franklym Dennis ,Canada,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,Pankaj Dharmani ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,
910,Michael Di Venuto ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,,,,,,,,,,,,,,,,,,,,,,
911,Sameer Dighe ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,256.0,,,,,,,,,,,,,,,,,,
912,Mark Douglas ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,33.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,
913,Vasbert Drakes ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,25.0,93.0,94.0,,,,,,,,,,,,,,,
