Name_of_player,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Ijaz Faqih ,Pakistan,,,,,,,,,,,0.0,57.0,6.0,61.0,67.0,,,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zahid Fazal ,Pakistan,,,,,,,,,,,,,,,,,,,,,44.0,207.0,22.0,60.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
Ellukutige Fernando ,Sri Lanka,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Fletcher ,England,,24.0,114.0,106.0,96.0,267.0,,,,,,31.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Flower ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,374.0,270.0,225.0,163.0,372.0,766.0,772.0,852.0,943.0,1060.0,657.0,332.0,,,,,,,,,,,,,,,,
Grant Flower ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,97.0,256.0,133.0,138.0,472.0,843.0,928.0,784.0,648.0,1116.0,394.0,468.0,259.0,,,,,,35.0,,,,,,,,,
Maurice Foster ,West Indies,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neil Foster ,England,,,,,,,,,,,,,,,35.0,7.0,19.0,84.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graeme Fowler ,England,,,,,,,,,,,,,,360.0,148.0,206.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Franklin ,New Zealand,,,,,,,,,,,,,,0.0,6.0,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angus Fraser ,England,,,,,,,,,,,,,,,,,,,,0.0,16.0,53.0,,,7.0,4.0,,,42.0,19.0,,,,,,,,,,,,,,,,,,,,
Roy Fredericks ,West Indies,,,,109.0,,137.0,21.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce French ,England,,,,,,,,,,,,,,,,11.0,,21.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anshuman Gaekwad ,India,,,,,,59.0,16.0,,94.0,54.0,,,,22.0,12.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Garner ,West Indies,,,,,,,,0.0,13.0,24.0,32.0,6.0,6.0,42.0,30.0,42.0,3.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Gatting ,England,,,,,,,,22.0,3.0,,19.0,278.0,142.0,83.0,231.0,124.0,102.0,681.0,306.0,58.0,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunil Gavaskar ,India,,,,,48.0,113.0,,,4.0,89.0,44.0,113.0,194.0,383.0,150.0,414.0,805.0,735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nadeem Ghauri ,Pakistan,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karsan Ghavri ,India,,,,,,0.0,,,6.0,35.0,44.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lance Gibbs ,West Indies,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norman Gifford ,England,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Gilbert ,Australia,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stuart Gillespie ,New Zealand,,,,,,,,,,,,,,,,,45.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Gilmour ,Australia,,,,,0.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry Gomes ,West Indies,,,,,,,,,7.0,,36.0,56.0,100.0,343.0,205.0,430.0,83.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graham Gooch ,England,,,,,,,40.0,,94.0,316.0,297.0,158.0,141.0,,,289.0,330.0,840.0,110.0,381.0,401.0,244.0,430.0,135.0,82.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Yohan Goonasekera ,Sri Lanka,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hettiarachige Goonatillake ,Sri Lanka,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Gower ,England,,,,,,,,,201.0,302.0,76.0,141.0,189.0,1086.0,201.0,231.0,137.0,341.0,,125.0,86.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Gray ,West Indies,,,,,,,,,,,,,,,,7.0,13.0,23.0,0.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Gray ,New Zealand,,,,,,,,,,,,,,,0.0,,57.0,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Greatbatch ,New Zealand,,,,,,,,,,,,,,,,,,,380.0,51.0,453.0,81.0,439.0,198.0,146.0,338.0,120.0,,,,,,,,,,,,,,,,,,,,,,,
Alvin Greenidge ,West Indies,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon Greenidge ,West Indies,,,,,,129.0,98.0,8.0,,429.0,469.0,148.0,292.0,749.0,223.0,367.0,330.0,446.0,782.0,399.0,156.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Greig ,England,,,55.0,79.0,72.0,32.0,5.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asanka Gurusinha ,Sri Lanka,,,,,,,,,,,,,,,,0.0,252.0,246.0,209.0,248.0,396.0,163.0,447.0,293.0,373.0,529.0,746.0,,,,,,,,,,,,,,,,,,,,,,,
Dayle Hadlee ,New Zealand,,,,0.0,12.0,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sir Richard Hadlee ,New Zealand,,,,49.0,3.0,27.0,0.0,,2.0,57.0,115.0,144.0,36.0,293.0,72.0,154.0,307.0,53.0,291.0,0.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azeem Hafeez ,Pakistan,,,,,,,,,,,,,,12.0,10.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey Hammond ,Australia,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Hampshire ,England,,10.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roger Harper ,West Indies,,,,,,,,,,,,,,0.0,0.0,86.0,131.0,131.0,46.0,22.0,,,3.0,50.0,86.0,150.0,150.0,,,,,,,,,,,,,,,,,,,,,,,
Chris Harris ,New Zealand,,,,,,,,,,,,,,,,,,,,,51.0,138.0,290.0,22.0,321.0,,387.0,477.0,423.0,410.0,391.0,439.0,606.0,295.0,129.0,,,,,,,,,,,,,,,
Blair Hartland ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,73.0,,238.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Haslam ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Hastings ,New Zealand,,,,4.0,34.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandika Hathurusingha ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,189.0,400.0,,56.0,3.0,,21.0,0.0,,,,,,,,,,,,,,,,,,,,
Frank Hayes ,England,,,,38.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desmond Haynes ,West Indies,,,,,,,,,148.0,298.0,171.0,294.0,131.0,520.0,813.0,1232.0,416.0,562.0,746.0,1007.0,283.0,440.0,645.0,674.0,268.0,,,,,,,,,,,,,,,,,,,,,,,,,
Ronald Headley ,West Indies,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian Healy ,Australia,,,,,,,,,,,,,,,,,,,27.0,89.0,240.0,131.0,140.0,223.0,290.0,235.0,242.0,147.0,,,,,,,,,,,,,,,,,,,,,,
Edward Hemmings ,England,,,,,,,,,,,,,1.0,3.0,,,,4.0,,1.0,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Hendrick ,England,,,,1.0,,1.0,1.0,0.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omar Henry ,South Africa,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graeme Hick ,England,,,,,,,,,,,,,,,,,,,,,,129.0,499.0,410.0,336.0,197.0,534.0,109.0,263.0,794.0,516.0,59.0,,,,,,,,,,,,,,,,,,
Andrew Hilditch ,Australia,,,,,,,,,,153.0,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narendra Hirwani ,India,,,,,,,,,,,,,,,,,,,3.0,0.0,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Hogan ,Australia,,,,,,,,,,,,,,55.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Hogg ,Australia,,,,,,,,,,8.0,0.0,3.0,,42.0,47.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanburn Holder ,West Indies,,,,10.0,,22.0,2.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Holding ,West Indies,,,,,,,19.0,,,2.0,13.0,11.0,21.0,38.0,94.0,19.0,5.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Holland ,Australia,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Hookes ,Australia,,,,,,,,14.0,,9.0,,,18.0,641.0,139.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carl Hooper ,West Indies,,,,,,,,,,,,,,,,,,159.0,489.0,110.0,158.0,379.0,293.0,589.0,513.0,414.0,224.0,635.0,281.0,368.0,,534.0,516.0,99.0,,,,,,,,,,,,,,,,
Philip Horne ,New Zealand,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Houghton ,Zimbabwe,,,,,,,,,,,,,,176.0,,,,226.0,,,,,238.0,369.0,97.0,173.0,33.0,218.0,,,,,,,,,,,,,,,,,,,,,,
Geoff Howarth ,New Zealand,,,,,,93.0,43.0,,54.0,70.0,127.0,211.0,53.0,428.0,156.0,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hedley Howarth ,New Zealand,,,,6.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Hudson ,South Africa,,,,,,,,,,,,,,,,,,,,,,0.0,660.0,302.0,480.0,70.0,950.0,97.0,,,,,,,,,,,,,,,,,,,,,,
Kim Hughes ,Australia,,,,,,,,5.0,,222.0,302.0,340.0,236.0,315.0,522.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merv Hughes ,Australia,,,,,,,,,,,,,,,,,,,4.0,33.0,19.0,0.0,0.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Hurst ,Australia,,,,,,1.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasser Hussain ,England,,,,,,,,,,,,,,,,,,,,2.0,15.0,,,,26.0,,49.0,63.0,101.0,487.0,463.0,198.0,801.0,127.0,,,,,,,,,,,,,,,,
Alan Igglesden ,England,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
Ray Illingworth ,England,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Illingworth ,England,,,,,,,,,,,,,,,,,,,,,,9.0,31.0,21.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,
Asif Iqbal ,Pakistan,,,,3.0,24.0,53.0,,59.0,62.0,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robin Jackman ,England,,,,,0.0,,14.0,,,,6.0,16.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajay Jadeja ,India,,,,,,,,,,,,,,,,,,,,,,,205.0,75.0,720.0,170.0,789.0,937.0,1004.0,1144.0,315.0,,,,,,,,,,,,,,,,,,,
Salim Jaffer ,Pakistan,,,,,,,,,,,,,,,,,2.0,17.0,4.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalaluddin ,Pakistan,,,,,,,,,,,,,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Jameson ,England,,,,28.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malcolm Jarvis ,Zimbabwe,,,,,,,,,,,,,,,,,,9.0,,,,,28.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Paul Jarvis ,England,,,,,,,,,,,,,,,,,,,5.0,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaqib Javed ,Pakistan,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,7.0,24.0,17.0,18.0,75.0,93.0,28.0,2.0,,,,,,,,,,,,,,,,,,,,,
Rohan Jayasekera ,Sri Lanka,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanath Jayasuriya ,Sri Lanka,,,,,,,,,,,,,,,,,,,,40.0,59.0,10.0,143.0,347.0,562.0,494.0,955.0,1178.0,661.0,674.0,910.0,1202.0,1077.0,860.0,724.0,323.0,1153.0,835.0,578.0,643.0,,2.0,,,,,,,,
Sridharan Jeganathan ,Sri Lanka,,,,,,,,,,,,,,0.0,,,,24.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrence Jenner ,Australia,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinothen John ,Sri Lanka,,,,,,,,,,,,,0.0,35.0,9.0,29.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Jones ,New Zealand,,,,,,,,,,,,,,,,,,94.0,806.0,329.0,418.0,367.0,530.0,95.0,100.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,
Dean Jones ,Australia,,,,,,,,,,,,,,,141.0,340.0,320.0,937.0,590.0,716.0,1174.0,472.0,622.0,287.0,469.0,,,,,,,,,,,,,,,,,,,,,,,,,
Bernard Julien ,West Indies,,,,0.0,,57.0,9.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendon Julian ,Australia,,,,,,,,,,,,,,,,,,,,,,,,0.0,,11.0,,0.0,29.0,184.0,,,,,,,,,,,,,,,,,,,,
Alvin Kallicharran ,West Indies,,,,79.0,,234.0,,24.0,41.0,182.0,264.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lalith Kaluperuma ,Sri Lanka,,,,,,19.0,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanath Kaluperuma ,Sri Lanka,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romesh Kaluwitharana ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,0.0,14.0,1.0,125.0,4.0,149.0,685.0,165.0,479.0,882.0,262.0,583.0,155.0,205.0,2.0,,,,,,,,,,,,,,,
Mohsin Kamal ,Pakistan,,,,,,,,,,,,,,,5.0,5.0,0.0,16.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinod Kambli ,India,,,,,,,,,,,,,,,,,,,,,,93.0,29.0,684.0,716.0,219.0,262.0,133.0,89.0,80.0,172.0,,,,,,,,,,,,,,,,,,,
Rohan Kanhai ,West Indies,,,,55.0,,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Kent ,Australia,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Kerr ,Australia,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imran Khan ,Pakistan,,,,,0.0,9.0,4.0,39.0,12.0,42.0,2.0,76.0,284.0,283.0,156.0,255.0,186.0,437.0,181.0,793.0,496.0,225.0,229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Majid Khan ,Pakistan,,,,8.0,109.0,209.0,20.0,23.0,87.0,150.0,66.0,76.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohsin Khan ,Pakistan,,,,,,,,15.0,69.0,,,46.0,471.0,256.0,283.0,411.0,326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moin Khan ,Pakistan,,,,,,,,,,,,,,,,,,,,,23.0,73.0,72.0,,0.0,109.0,386.0,643.0,378.0,523.0,544.0,102.0,,59.0,354.0,,,,,,,,,,,,,,,
Nadeem Khan ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Rashid Khan ,Pakistan,,,,,,,,,,,4.0,,0.0,9.0,72.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zakir Khan ,Pakistan,,,,,,,,,,,,,,,8.0,0.0,6.0,,11.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collis King ,West Indies,,,,,,,22.0,0.0,,170.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syed Kirmani ,India,,,,,,,8.0,,5.0,,130.0,44.0,62.0,92.0,0.0,5.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Kirsten ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,11.0,610.0,362.0,1442.0,593.0,561.0,465.0,1467.0,638.0,463.0,186.0,,,,,,,,,,,,,,,,
Peter Kirsten ,South Africa,,,,,,,,,,,,,,,,,,,,,,95.0,672.0,139.0,387.0,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Knott ,England,,24.0,56.0,12.0,15.0,20.0,48.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pallemoni Krishnamurthy ,India,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Kuggeleijn ,New Zealand,,,,,,,,,,,,,,,,,,,130.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrian Kuiper ,South Africa,,,,,,,,,,,,,,,,,,,,,,127.0,149.0,,138.0,64.0,61.0,,,,,,,,,,,,,,,,,,,,,,,
Rajiv Kulkarni ,India,,,,,,,,,,,,,,1.0,,,14.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anil Kumble ,India,,,,,,,,,,,,,,,,,,,,,0.0,0.0,18.0,78.0,52.0,23.0,147.0,124.0,64.0,60.0,150.0,8.0,70.0,66.0,26.0,44.0,3.0,5.0,,,,,,,,,,,,
Brendon Kuruppu ,Sri Lanka,,,,,,,,,,,,,,182.0,70.0,41.0,103.0,69.0,331.0,121.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graeme Labrooy ,Sri Lanka,,,,,,,,,,,,,,,,,4.0,12.0,77.0,40.0,42.0,35.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce Laird ,Australia,,,,,,,,,,41.0,51.0,156.0,346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arun Lal ,India,,,,,,,,,,,,,15.0,16.0,,,,7.0,77.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Lamb ,England,,,,,,,,,,,,,279.0,648.0,339.0,303.0,186.0,859.0,109.0,349.0,422.0,216.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raman Lamba ,India,,,,,,,,,,,,,,,,,289.0,220.0,8.0,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton Lambert ,United States,,,,,,,,,,,,,,,,,,,,,48.0,84.0,,,,,,,236.0,,,,,,39.0,,,,,,,,,,,,,,,
Justin Langer ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,125.0,6.0,,29.0,,,,,,,,,,,,,,,,,,,,,,
Brian Lara ,West Indies,,,,,,,,,,,,,,,,,,,,,11.0,263.0,794.0,1349.0,479.0,806.0,692.0,755.0,386.0,631.0,359.0,732.0,292.0,888.0,484.0,438.0,660.0,386.0,,,,,,,,,,,,
Wayne Larkins ,England,,,,,,,,,,7.0,77.0,,,,,,,,,239.0,228.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Latham ,New Zealand,,,,,,,,,,,,,,,,,,,,,132.0,46.0,280.0,104.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,
Rashid Latif ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,118.0,152.0,190.0,58.0,146.0,15.0,69.0,,,169.0,435.0,357.0,,,,,,,,,,,,,,,,
Trevor Laughlin ,Australia,,,,,,,,,2.0,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Lawrence ,England,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Lawry ,Australia,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoff Lawson ,Australia,,,,,,,,,,,4.0,55.0,5.0,103.0,99.0,107.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warren Lees ,New Zealand,,,,,,,,,,28.0,77.0,0.0,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Lever ,England,,,,,,,1.0,30.0,5.0,1.0,17.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Lever ,England,,4.0,,0.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Lewis ,England,,,,,,,,,,,,,,,,,,,,,28.0,0.0,107.0,116.0,64.0,,33.0,,26.0,,,,,,,,,,,,,,,,,,,,,
Dennis Lillee ,Australia,,,13.0,,,19.0,,,,60.0,29.0,68.0,43.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dulip Liyanage ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,0.0,56.0,,,,86.0,,,,2.0,,,,,,,,,,,,,,,,,,
Clive Lloyd ,West Indies,,,,31.0,,159.0,126.0,45.0,,143.0,96.0,240.0,249.0,184.0,336.0,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Lloyd ,England,,,,8.0,193.0,49.0,,,34.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothy Lloyd ,England,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gus Logie ,West Indies,,,,,,,,,,,,0.0,0.0,6.0,248.0,500.0,161.0,512.0,499.0,287.0,27.0,289.0,122.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Luckhurst ,England,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Maclean ,Australia,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharma Madan Lal ,India,,,,,5.0,20.0,21.0,,,,,6.0,54.0,153.0,22.0,18.0,63.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranjan Madugalle ,Sri Lanka,,,,,,,,,,4.0,,,142.0,190.0,98.0,252.0,,107.0,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranjith Madurasinghe ,Sri Lanka,,,,,,,,,,,,,,,,,,,2.0,,10.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Maguire ,Australia,,,,,,,,,,,,,,3.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roshan Mahanama ,Sri Lanka,,,,,,,,,,,,,,,,,156.0,257.0,402.0,172.0,187.0,23.0,564.0,605.0,603.0,434.0,491.0,714.0,329.0,225.0,,,,,,,,,,,,,,,,,,,,
Shahid Mahboob ,Pakistan,,,,,,,,,,,,,0.0,100.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devon Malcolm ,England,,,,,,,,,,,,,,,,,,,,,7.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Ashok Malhotra ,India,,,,,,,,,,,,,143.0,189.0,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aamer Malik ,Pakistan,,,,,,,,,,,,,,,,,,,31.0,468.0,37.0,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
Saleem Malik ,Pakistan,,,,,,,,,,,,,0.0,27.0,149.0,251.0,107.0,799.0,539.0,931.0,603.0,185.0,654.0,221.0,748.0,227.0,904.0,538.0,171.0,116.0,,,,,,,,,,,,,,,,,,,,
Ashley Mallett ,Australia,,0.0,14.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Malone ,Australia,,,,,,,,5.0,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanjay Manjrekar ,India,,,,,,,,,,,,,,,,,,,85.0,14.0,314.0,646.0,317.0,,29.0,199.0,390.0,,,,,,,,,,,,,,,,,,,,,,,
Ashok Mankad ,India,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Marks ,England,,,,,,,,,,,9.0,,,118.0,108.0,50.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoff Marsh ,Australia,,,,,,,,,,,,,,,,,724.0,883.0,498.0,818.0,546.0,606.0,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rod Marsh ,Australia,,10.0,17.0,,1.0,92.0,,43.0,,100.0,107.0,215.0,101.0,257.0,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malcolm Marshall ,West Indies,,,,,,,,,,,18.0,45.0,37.0,47.0,134.0,79.0,89.0,52.0,104.0,167.0,39.0,120.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Martyn ,Australia,,,,,,,,,,,,,,,,,,,,,,,45.0,91.0,30.0,,,,114.0,450.0,532.0,417.0,718.0,878.0,611.0,805.0,655.0,,,,,,,,,,,,,
